2.5e-06 -0.0048828125 -0.00859375	0.027734375 0.9970703125
0.01732 0.00087890625 0.0001953125	0.00087890625 1.0458984375
0.0173225 0.00087890625 0.0001953125	0.00087890625 1.046875
0.017325 0.00078125 0	0.00087890625 1.046875
0.0173275 0.00068359375 0	0.00087890625 1.0458984375
0.01733 0.00087890625 0.0001953125	0.00087890625 1.0458984375
0.0173325 0.00087890625 0	0.00087890625 1.0458984375
0.017335 0.00087890625 0.00029296875	0.00078125 1.0458984375
0.0173375 0.00078125 -0.00029296875	0.00078125 1.0458984375
0.01734 0.00087890625 0.0001953125	0.00078125 1.0458984375
0.0173425 0.00087890625 0.0001953125	0.0009765625 1.046875
0.017345 0.0009765625 0.0001953125	0.00087890625 1.0458984375
0.0173475 0.00078125 0	0.00087890625 1.0458984375
0.01735 0.00078125 9.765625E-05	0.00087890625 1.046875
0.0173525 0.00087890625 0.0001953125	0.00087890625 1.0458984375
0.017355 0.0009765625 9.765625E-05	0.00087890625 1.0458984375
0.0173575 0.00087890625 -9.765625E-05	0.00087890625 1.0458984375
0.01736 0.00078125 9.765625E-05	0.0009765625 1.0458984375
0.0173625 0.00087890625 9.765625E-05	0.0009765625 1.0458984375
0.017365 0.00087890625 0.0001953125	0.00078125 1.044921875
0.0173675 0.00078125 0	0.00078125 1.0458984375
0.01737 0.00078125 0.0001953125	0.00087890625 1.0458984375
0.0173725 0.00078125 0.0001953125	0.00087890625 1.0458984375
0.017375 0.00068359375 0	0.00078125 1.0458984375
0.0173775 0.0009765625 0.000390625	0.00087890625 1.046875
0.01738 0.00078125 0	0.00078125 1.0458984375
0.0173825 0.00087890625 0.0001953125	0.00087890625 1.0458984375
0.017385 0.00087890625 0.0001953125	0.00078125 1.044921875
0.0173875 0.00068359375 9.765625E-05	0.00087890625 1.0458984375
0.01739 0.00087890625 0.0001953125	0.00078125 1.0458984375
0.0173925 0.00087890625 0	0.0009765625 1.0458984375
0.017395 0.00087890625 0.0001953125	0.00068359375 1.0458984375
0.0173975 0.00078125 9.765625E-05	0.00087890625 1.0458984375
0.0174 0.00087890625 0.00029296875	0.0009765625 1.0458984375
0.0174025 0.0009765625 0.00029296875	0.00087890625 1.0458984375
0.017405 0.0009765625 0.00048828125	0.00087890625 1.0458984375
0.0174075 0.00068359375 0.00029296875	0.00078125 1.0458984375
0.01741 0.00078125 9.765625E-05	0.00087890625 1.0458984375
0.0174125 0.00087890625 0.0001953125	0.00087890625 1.0458984375
0.017415 0.00087890625 0.0001953125	0.00107421875 1.046875
0.0174175 0.0009765625 0.000390625	0.00078125 1.044921875
0.01742 0.00078125 0.0001953125	0.00078125 1.0458984375
0.0174225 0.00068359375 0.0001953125	0.00087890625 1.0458984375
0.017425 0.00087890625 0.00029296875	0.00087890625 1.0458984375
0.0174275 0.00078125 0	0.00078125 1.0458984375
0.01743 0.0009765625 0.00029296875	0.00087890625 1.0458984375
0.0174325 0.00087890625 0	0.0009765625 1.0458984375
0.017435 0.00068359375 -0.0001953125	0.00078125 1.0458984375
0.0174375 0.00087890625 -9.765625E-05	0.00078125 1.0458984375
0.01744 0.00078125 0	0.00087890625 1.044921875
0.0174425 0.0009765625 0.0001953125	0.00087890625 1.0458984375
0.017445 0.00068359375 -9.765625E-05	0.00087890625 1.0458984375
0.0174475 0.00087890625 0	0.00087890625 1.0458984375
0.01745 0.00087890625 9.765625E-05	0.00078125 1.0458984375
0.0174525 0.00078125 0	0.00087890625 1.0458984375
0.017455 0.00107421875 0.0005859375	0.00078125 1.044921875
0.0174575 0.00087890625 -0.0001953125	0.00087890625 1.044921875
0.01746 0.00078125 -9.765625E-05	0.00087890625 1.044921875
0.0174625 0.00087890625 0	0.00078125 1.0458984375
0.017465 0.00048828125 -0.00078125	0.00087890625 1.0458984375
0.0174675 0.00078125 9.765625E-05	0.00087890625 1.0458984375
0.01747 0.00078125 0.0001953125	0.0009765625 1.0458984375
0.0174725 0.00078125 0	0.0009765625 1.0458984375
0.017475 0.00087890625 0.00087890625	0.0009765625 1.0458984375
0.0174775 0.00087890625 0.0001953125	0.00087890625 1.044921875
0.01748 0.00068359375 0	0.0009765625 1.0458984375
0.0174825 0.00087890625 0	0.00087890625 1.0458984375
0.017485 0.0009765625 0.0005859375	0.00068359375 1.044921875
0.0174875 0.00087890625 0.000390625	0.00087890625 1.0458984375
0.01749 0.00078125 9.765625E-05	0.00068359375 1.044921875
0.0174925 0.00087890625 0.0001953125	0.0005859375 1.0439453125
0.017495 0.00048828125 -0.00068359375	0.00087890625 1.044921875
0.0174975 0.0009765625 0.000390625	0.00087890625 1.044921875
0.0175 0.00087890625 0.00029296875	0.00087890625 1.0458984375
0.0175025 0.00087890625 0.00029296875	0.001171875 1.046875
0.017505 0.00078125 0.0001953125	0.00078125 1.044921875
0.0175075 0.00068359375 9.765625E-05	0.00087890625 1.044921875
0.01751 0.0005859375 -9.765625E-05	0.00078125 1.044921875
0.0175125 0.00068359375 9.765625E-05	0.00087890625 1.0439453125
0.017515 0.00087890625 -9.765625E-05	0.00078125 1.044921875
0.0175175 0.00087890625 0.0001953125	0.0009765625 1.0458984375
0.01752 0.00078125 9.765625E-05	0.00078125 1.044921875
0.0175225 0.00078125 9.765625E-05	0.00068359375 1.0458984375
0.017525 0.00048828125 -0.00078125	0.00087890625 1.0458984375
0.0175275 0.0009765625 0.00048828125	0.00078125 1.044921875
0.01753 0.0009765625 0.00029296875	0.00078125 1.0458984375
0.0175325 0.00078125 9.765625E-05	0.001171875 1.0458984375
0.017535 0.0009765625 0.00068359375	0.00078125 1.044921875
0.0175375 0.00087890625 0.00029296875	0.00078125 1.044921875
0.01754 0.00078125 9.765625E-05	0.00087890625 1.044921875
0.0175425 0.00078125 0.0001953125	0.00048828125 1.0439453125
0.017545 0.00078125 9.765625E-05	0.00078125 1.044921875
0.0175475 0.00087890625 0.00029296875	0.00087890625 1.044921875
0.01755 0.00078125 9.765625E-05	0.00078125 1.044921875
0.0175525 0.00087890625 0.0001953125	0.0009765625 1.0439453125
0.017555 0.00078125 0.0001953125	0.00078125 1.044921875
0.0175575 0.00068359375 -0.0001953125	0.00078125 1.044921875
0.01756 0.00068359375 0	0.00078125 1.044921875
0.0175625 0.00078125 9.765625E-05	0.000390625 1.04296875
0.017565 0.0009765625 0.0005859375	0.0009765625 1.044921875
0.0175675 0.00078125 -0.0001953125	0.00078125 1.044921875
0.01757 0.00078125 9.765625E-05	0.00078125 1.044921875
0.0175725 0.00078125 0.0001953125	0.00107421875 1.0458984375
0.017575 0.0005859375 0	0.0009765625 1.044921875
0.0175775 0.0009765625 0.0005859375	0.00078125 1.044921875
0.01758 0.00087890625 9.765625E-05	0.00087890625 1.044921875
0.0175825 0.00087890625 9.765625E-05	0.00078125 1.0439453125
0.017585 0.00078125 0.0001953125	0.00078125 1.0439453125
0.0175875 0.0009765625 0.00029296875	0.0009765625 1.044921875
0.01759 0.00078125 0	0.00087890625 1.044921875
0.0175925 0.00087890625 0.0001953125	0.00068359375 1.044921875
0.017595 0.00078125 0	0.00078125 1.0439453125
0.0175975 0.00087890625 0.00029296875	0.00078125 1.044921875
0.0176 0.00087890625 9.765625E-05	0.00078125 1.044921875
0.0176025 0.00107421875 0.0005859375	0.0009765625 1.044921875
0.017605 0.00078125 0.0001953125	0.00068359375 1.0439453125
0.0176075 0.00087890625 0.00029296875	0.00087890625 1.044921875
0.01761 0.00087890625 0.000390625	0.00087890625 1.044921875
0.0176125 0.00068359375 0.0001953125	0.00068359375 1.044921875
0.017615 0.00078125 9.765625E-05	0.00078125 1.044921875
0.0176175 0.00087890625 0.00029296875	0.00087890625 1.044921875
0.01762 0.00078125 0.00029296875	0.00078125 1.044921875
0.0176225 0.00068359375 0	0.0009765625 1.044921875
0.017625 0.00087890625 0.00029296875	0.00078125 1.044921875
0.0176275 0.0009765625 0.00048828125	0.00068359375 1.044921875
0.01763 0.00078125 0.0001953125	0.00087890625 1.044921875
0.0176325 0.00078125 9.765625E-05	0.00078125 1.0439453125
0.017635 0.00087890625 0.0005859375	0.00087890625 1.044921875
0.0176375 0.00087890625 0.000390625	0.00087890625 1.044921875
0.01764 0.00087890625 0.0001953125	0.00087890625 1.044921875
0.0176425 0.00078125 0.0001953125	0.00087890625 1.044921875
0.017645 0.0005859375 -0.000390625	0.00087890625 1.044921875
0.0176475 0.00078125 0.0001953125	0.00078125 1.0439453125
0.01765 0.00078125 0.0001953125	0.00078125 1.044921875
0.0176525 0.00087890625 0.00029296875	0.00078125 1.0439453125
0.017655 0.00068359375 -0.0001953125	0.00068359375 1.0439453125
0.0176575 0.00068359375 0	0.00068359375 1.0439453125
0.01766 0.00087890625 0.000390625	0.00078125 1.0439453125
0.0176625 0.00078125 0.0001953125	0.00078125 1.0439453125
0.017665 0.00107421875 0.0005859375	0.00078125 1.0439453125
0.0176675 0.0005859375 -9.765625E-05	0.0009765625 1.044921875
0.01767 0.00078125 9.765625E-05	0.00078125 1.0439453125
0.0176725 0.00078125 0.0001953125	0.00087890625 1.0439453125
0.017675 0.00087890625 0.000390625	0.00087890625 1.044921875
0.0176775 0.00107421875 0.000390625	0.00078125 1.044921875
0.01768 0.00068359375 0	0.00068359375 1.0439453125
0.0176825 0.00087890625 9.765625E-05	0.00078125 1.044921875
0.017685 0.00107421875 0.0009765625	0.00078125 1.044921875
0.0176875 0.00087890625 9.765625E-05	0.00078125 1.0439453125
0.01769 0.00078125 0.0001953125	0.0009765625 1.0439453125
0.0176925 0.00078125 0.00029296875	0.00087890625 1.0439453125
0.017695 0.00087890625 0.0001953125	0.00078125 1.0439453125
0.0176975 0.00078125 0	0.00087890625 1.0439453125
0.0177 0.00068359375 0	0.00078125 1.0439453125
0.0177025 0.00068359375 -0.00029296875	0.00048828125 1.04296875
0.017705 0.00068359375 9.765625E-05	0.00078125 1.0439453125
0.0177075 0.00078125 0.0001953125	0.00087890625 1.0439453125
0.01771 0.00078125 0.000390625	0.00078125 1.0439453125
0.0177125 0.00087890625 0.000390625	0.0009765625 1.0439453125
0.017715 0.00068359375 0	0.00068359375 1.0439453125
0.0177175 0.00087890625 0.0001953125	0.00078125 1.0439453125
0.01772 0.00078125 0.00029296875	0.00087890625 1.0439453125
0.0177225 0.0009765625 0.0001953125	0.00087890625 1.0439453125
0.017725 0.00068359375 -0.00029296875	0.00078125 1.0439453125
0.0177275 0.0005859375 -0.00029296875	0.00078125 1.0439453125
0.01773 0.00078125 9.765625E-05	0.00068359375 1.0439453125
0.0177325 0.00068359375 9.765625E-05	0.0009765625 1.044921875
0.017735 0.00087890625 0.0001953125	0.0009765625 1.0439453125
0.0177375 0.00087890625 0.000390625	0.0009765625 1.0439453125
0.01774 0.00078125 9.765625E-05	0.00078125 1.0439453125
0.0177425 0.00078125 9.765625E-05	0.00107421875 1.0439453125
0.017745 0.00087890625 -9.765625E-05	0.00068359375 1.0439453125
0.0177475 0.00087890625 0.0001953125	0.00078125 1.0439453125
0.01775 0.00078125 0	0.00087890625 1.0439453125
0.0177525 0.00078125 -0.0001953125	0.00068359375 1.0439453125
0.017755 0.00078125 9.765625E-05	0.00078125 1.0439453125
0.0177575 0.00078125 0.0001953125	0.00078125 1.04296875
0.01776 0.00087890625 0.00029296875	0.00078125 1.0439453125
0.0177625 0.00087890625 0.00029296875	0.00078125 1.0439453125
0.017765 0.00087890625 0.00048828125	0.00068359375 1.04296875
0.0177675 0.00078125 9.765625E-05	0.00068359375 1.04296875
0.01777 0.00087890625 0.0001953125	0.00087890625 1.0439453125
0.0177725 0.00078125 9.765625E-05	0.0005859375 1.04296875
0.017775 0.00068359375 0.0001953125	0.00078125 1.04296875
0.0177775 0.00068359375 -9.765625E-05	0.00078125 1.0439453125
0.01778 0.00068359375 -0.0001953125	0.00087890625 1.04296875
0.0177825 0.00078125 9.765625E-05	0.00078125 1.0439453125
0.017785 0.00087890625 0.000390625	0.00087890625 1.0439453125
0.0177875 0.00078125 0.00029296875	0.00078125 1.0439453125
0.01779 0.00078125 9.765625E-05	0.00068359375 1.04296875
0.0177925 0.00078125 0	0.00087890625 1.04296875
0.017795 0.00068359375 0.0001953125	0.00087890625 1.04296875
0.0177975 0.00087890625 9.765625E-05	0.00078125 1.04296875
0.0178 0.00078125 9.765625E-05	0.00078125 1.04296875
0.0178025 0.0005859375 -0.0001953125	0.00078125 1.04296875
0.017805 0.00068359375 0.0001953125	0.00078125 1.04296875
0.0178075 0.00078125 9.765625E-05	0.00087890625 1.04296875
0.01781 0.00078125 0	0.00078125 1.04296875
0.0178125 0.00078125 9.765625E-05	0.00068359375 1.04296875
0.017815 0.00078125 0	0.00068359375 1.04296875
0.0178175 0.00087890625 0.0001953125	0.00078125 1.0439453125
0.01782 0.00078125 0.00029296875	0.00087890625 1.04296875
0.0178225 0.00078125 9.765625E-05	0.00087890625 1.0439453125
0.017825 0.00068359375 0	0.00078125 1.04296875
0.0178275 0.0005859375 -0.00029296875	0.00068359375 1.04296875
0.01783 0.00078125 9.765625E-05	0.00078125 1.0439453125
0.0178325 0.00068359375 0	0.00087890625 1.0439453125
0.017835 0.0005859375 -9.765625E-05	0.00078125 1.04296875
0.0178375 0.00068359375 -0.00029296875	0.0009765625 1.04296875
0.01784 0.00087890625 0.0001953125	0.00078125 1.04296875
0.0178425 0.00107421875 0.00048828125	0.00087890625 1.0439453125
0.017845 0.00078125 -0.0001953125	0.00087890625 1.04296875
0.0178475 0.00068359375 9.765625E-05	0.00078125 1.04296875
0.01785 0.00068359375 0	0.00078125 1.04296875
0.0178525 0.000390625 -0.00107421875	0.00087890625 1.0439453125
0.017855 0.00087890625 9.765625E-05	0.00087890625 1.04296875
0.0178575 0.00078125 9.765625E-05	0.0005859375 1.04296875
0.01786 0.00068359375 0	0.00068359375 1.04296875
0.0178625 0.00087890625 0.0005859375	0.00068359375 1.04296875
0.017865 0.00087890625 0.0001953125	0.00068359375 1.04296875
0.0178675 0.00078125 9.765625E-05	0.00078125 1.04296875
0.01787 0.00068359375 9.765625E-05	0.00078125 1.04296875
0.0178725 0.001171875 0.00087890625	0.00078125 1.0419921875
0.017875 0.00087890625 0.00029296875	0.00087890625 1.04296875
0.0178775 0.00078125 0.00029296875	0.00087890625 1.04296875
0.01788 0.00087890625 0.00029296875	0.00078125 1.04296875
0.0178825 0.000390625 -0.0005859375	0.00078125 1.04296875
0.017885 0.00068359375 9.765625E-05	0.00078125 1.04296875
0.0178875 0.00068359375 -0.00029296875	0.00078125 1.04296875
0.01789 0.00078125 0	0.00068359375 1.04296875
0.0178925 0.00068359375 0.00029296875	0.00087890625 1.04296875
0.017895 0.00087890625 0.00029296875	0.00078125 1.04296875
0.0178975 0.00087890625 9.765625E-05	0.00087890625 1.04296875
0.0179 0.00078125 0.00029296875	0.00087890625 1.04296875
0.0179025 0.0009765625 0.0001953125	0.00078125 1.04296875
0.017905 0.00068359375 9.765625E-05	0.00068359375 1.04296875
0.0179075 0.00078125 0	0.00078125 1.04296875
0.01791 0.00068359375 -9.765625E-05	0.00078125 1.04296875
0.0179125 0.000390625 -0.00087890625	0.00087890625 1.04296875
0.017915 0.00078125 9.765625E-05	0.00068359375 1.04296875
0.0179175 0.00078125 0	0.00078125 1.0419921875
0.01792 0.00078125 9.765625E-05	0.000390625 1.041015625
0.0179225 0.0009765625 0.00068359375	0.00068359375 1.0419921875
0.017925 0.00087890625 0.00029296875	0.00078125 1.04296875
0.0179275 0.00078125 0.0001953125	0.00078125 1.04296875
0.01793 0.00078125 0.00029296875	0.00087890625 1.0439453125
0.0179325 0.0009765625 0	0.00078125 1.04296875
0.017935 0.00068359375 0	0.00068359375 1.04296875
0.0179375 0.00078125 9.765625E-05	0.00068359375 1.0419921875
0.01794 0.00078125 0	0.00126953125 1.04296875
0.0179425 0.00068359375 9.765625E-05	0.00087890625 1.04296875
0.017945 0.00068359375 -9.765625E-05	0.00078125 1.04296875
0.0179475 0.00068359375 9.765625E-05	0.00078125 1.04296875
0.01795 0.00078125 0.0001953125	0.0005859375 1.0419921875
0.0179525 0.0009765625 0.00068359375	0.00068359375 1.04296875
0.017955 0.00078125 9.765625E-05	0.00068359375 1.0419921875
0.0179575 0.00087890625 0.00029296875	0.00068359375 1.04296875
0.01796 0.00068359375 0	0.00107421875 1.04296875
0.0179625 0.00068359375 -9.765625E-05	0.00068359375 1.0419921875
0.017965 0.00078125 9.765625E-05	0.00087890625 1.04296875
0.0179675 0.00078125 0.0001953125	0.00087890625 1.04296875
0.01797 0.00068359375 0.0001953125	0.00048828125 1.041015625
0.0179725 0.00078125 0.000390625	0.00078125 1.04296875
0.017975 0.00087890625 0.0001953125	0.00078125 1.0419921875
0.0179775 0.00087890625 0.0001953125	0.00078125 1.0419921875
0.01798 0.00078125 0.0001953125	0.00068359375 1.04296875
0.0179825 0.00068359375 -0.000390625	0.00068359375 1.0419921875
0.017985 0.00087890625 0.0001953125	0.00078125 1.0419921875
0.0179875 0.00078125 0.0001953125	0.00078125 1.0419921875
0.01799 0.00078125 0.0001953125	0.00107421875 1.0419921875
0.0179925 0.00068359375 -0.0001953125	0.00087890625 1.0419921875
0.017995 0.00068359375 0	0.00078125 1.0419921875
0.0179975 0.00078125 9.765625E-05	0.00078125 1.0419921875
0.018 0.00078125 9.765625E-05	0.00048828125 1.0419921875
0.0180025 0.00107421875 0.0005859375	0.00078125 1.0419921875
0.018005 0.00068359375 9.765625E-05	0.00068359375 1.0419921875
0.0180075 0.00078125 9.765625E-05	0.00078125 1.0419921875
0.01801 0.00078125 0	0.00087890625 1.04296875
0.0180125 0.00068359375 0	0.00068359375 1.0419921875
0.018015 0.00087890625 0.000390625	0.00087890625 1.04296875
0.0180175 0.00078125 9.765625E-05	0.00087890625 1.0419921875
0.01802 0.00068359375 0	0.00068359375 1.0419921875
0.0180225 0.00087890625 0.0001953125	0.00078125 1.0419921875
0.018025 0.00087890625 0.0001953125	0.00068359375 1.0419921875
0.0180275 0.00078125 0.0001953125	0.00068359375 1.0419921875
0.01803 0.00078125 0.0001953125	0.00068359375 1.0419921875
0.0180325 0.00078125 -0.0001953125	0.00078125 1.0419921875
0.018035 0.00068359375 0.0001953125	0.00087890625 1.0419921875
0.0180375 0.00078125 0.0001953125	0.00068359375 1.0419921875
0.01804 0.00078125 0.0001953125	0.0009765625 1.0419921875
0.0180425 0.00048828125 -0.00048828125	0.00078125 1.0419921875
0.018045 0.0005859375 -0.0001953125	0.00078125 1.0419921875
0.0180475 0.00078125 9.765625E-05	0.00068359375 1.041015625
0.01805 0.00087890625 0.0001953125	0.00078125 1.04296875
0.0180525 0.00107421875 0.00068359375	0.00078125 1.041015625
0.018055 0.00078125 9.765625E-05	0.00068359375 1.041015625
0.0180575 0.00078125 9.765625E-05	0.00078125 1.0419921875
0.01806 0.00078125 0.0001953125	0.00078125 1.0419921875
0.0180625 0.00078125 0.00048828125	0.0005859375 1.0419921875
0.018065 0.0005859375 0	0.00087890625 1.0419921875
0.0180675 0.00087890625 0.00029296875	0.00078125 1.0419921875
0.01807 0.00068359375 0	0.0005859375 1.0419921875
0.0180725 0.00087890625 0.0005859375	0.00078125 1.0419921875
0.018075 0.00068359375 0	0.00068359375 1.0419921875
0.0180775 0.00078125 0.0001953125	0.00078125 1.0419921875
0.01808 0.00087890625 9.765625E-05	0.00068359375 1.0419921875
0.0180825 0.00087890625 0.0001953125	0.00078125 1.041015625
0.018085 0.00078125 9.765625E-05	0.00078125 1.041015625
0.0180875 0.00087890625 0.00048828125	0.00068359375 1.0419921875
0.01809 0.00078125 0	0.00078125 1.041015625
0.0180925 0.00068359375 0	0.00078125 1.0419921875
0.018095 0.00078125 0.0001953125	0.00068359375 1.041015625
0.0180975 0.00078125 9.765625E-05	0.00068359375 1.0419921875
0.0181 0.00087890625 0.0001953125	0.00087890625 1.04296875
0.0181025 0.00068359375 0	0.00078125 1.0419921875
0.018105 0.00078125 9.765625E-05	0.00068359375 1.041015625
0.0181075 0.00078125 9.765625E-05	0.0005859375 1.041015625
0.01811 0.00087890625 0.0001953125	0.00078125 1.041015625
0.0181125 0.00078125 -0.0001953125	0.0009765625 1.0419921875
0.018115 0.00068359375 9.765625E-05	0.00078125 1.041015625
0.0181175 0.00068359375 9.765625E-05	0.00068359375 1.041015625
0.01812 0.00078125 0.00029296875	0.00048828125 1.041015625
0.0181225 0.00068359375 0	0.00087890625 1.041015625
0.018125 0.00068359375 0	0.00068359375 1.041015625
0.0181275 0.00078125 0.0001953125	0.00078125 1.0419921875
0.01813 0.00068359375 9.765625E-05	0.0005859375 1.041015625
0.0181325 0.00078125 0	0.00078125 1.041015625
0.018135 0.00078125 0.00029296875	0.00068359375 1.041015625
0.0181375 0.00087890625 0.000390625	0.00087890625 1.0419921875
0.01814 0.00078125 0.0001953125	0.00068359375 1.041015625
